PairID,Sentence1,Sentence2,STR
225,Hiện_nay Hoàng_Sa là đơn_vị hành_chính trực_thuộc TP Đà_Nẵng .,Hoàng_Sa hiện được xác_định là một đơn_vị hành_chính thuộc quyền quản_lý của TP Đà_Nẵng.,2
226,"Ngày 7-11-2003 , hầm đường_bộ đèo Hải_Vân đã chính_thức thông xe kỹ_thuật , cuối năm 2004 , đầu năm 2005 sẽ hoàn_tất , đưa vào khai_thác .",Nhiều tuyến quốc_lộ ở miền_Trung đang được nâng_cấp để giảm ùn_tắc giao_thông trong mùa mưa bão.,0
227,"Ngày 7-11-2003 , hầm đường_bộ đèo Hải_Vân đã chính_thức thông xe kỹ_thuật , cuối năm 2004 , đầu năm 2005 sẽ hoàn_tất , đưa vào khai_thác .",Các dự_án hạ_tầng giao_thông trọng_điểm thường được đưa vào vận_hành thử trước khi hoàn_thành toàn_bộ.,1
228,"Ngày 7-11-2003 , hầm đường_bộ đèo Hải_Vân đã chính_thức thông xe kỹ_thuật , cuối năm 2004 , đầu năm 2005 sẽ hoàn_tất , đưa vào khai_thác .",Hầm đường_bộ đèo Hải_Vân đã thông xe kỹ_thuật vào ngày 7-11-2003 và dự_kiến hoàn_thành để khai_thác vào cuối năm 2004 hoặc đầu năm 2005.,2
229,"Cũng theo Bộ Nội_chính ĐL , có đến khoảng 20 % phụ_nữ VN làm dâu ở ĐL không hoà_hợp được với chồng và gia_đình nhà chồng , dẫn đến ly_hôn .",Xuất_khẩu lao_động của Việt_Nam sang các nước châu_Á đang có xu_hướng tăng trong những năm gần đây.,0
230,"Cũng theo Bộ Nội_chính ĐL , có đến khoảng 20 % phụ_nữ VN làm dâu ở ĐL không hoà_hợp được với chồng và gia_đình nhà chồng , dẫn đến ly_hôn .",Nhiều phụ_nữ Việt_Nam kết_hôn với người nước_ngoài gặp khó_khăn trong việc thích_nghi văn_hóa và đời_sống gia_đình.,1
231,"Cũng theo Bộ Nội_chính ĐL , có đến khoảng 20 % phụ_nữ VN làm dâu ở ĐL không hoà_hợp được với chồng và gia_đình nhà chồng , dẫn đến ly_hôn .","Theo Bộ Nội_chính ĐL, khoảng 20% phụ_nữ Việt_Nam làm dâu tại Đài_Loan không hòa_hợp với chồng và gia_đình chồng, nên đã dẫn tới ly_hôn.",2
232,"Một buổi sáng , ông Vương_Mộc_Chi dẫn tôi đến thăm một nhà_máy sản_xuất linh_kiện ôtô mà ông làm giám_đốc ở thành_phố Chương_Hoá - nhà_máy Kim_Thượng_Hoà .",Ngành công_nghiệp dệt_may tại miền_Trung đang thu_hút thêm nhiều lao_động trẻ trong năm nay.,0
233,"Một buổi sáng , ông Vương_Mộc_Chi dẫn tôi đến thăm một nhà_máy sản_xuất linh_kiện ôtô mà ông làm giám_đốc ở thành_phố Chương_Hoá - nhà_máy Kim_Thượng_Hoà .",Một số doanh_nghiệp sản_xuất linh_kiện ôtô tại các thành_phố công_nghiệp đang mở_rộng quy_mô hoạt_động.,1
234,"Một buổi sáng , ông Vương_Mộc_Chi dẫn tôi đến thăm một nhà_máy sản_xuất linh_kiện ôtô mà ông làm giám_đốc ở thành_phố Chương_Hoá - nhà_máy Kim_Thượng_Hoà .","Vào một buổi sáng, ông Vương_Mộc_Chi đã đưa tôi đi tham_quan nhà_máy Kim_Thượng_Hoà, nơi ông giữ chức giám_đốc tại thành_phố Chương_Hoá và chuyên sản_xuất linh_kiện ôtô.",2
235,"Thanh là con thứ 3 trong một gia_đình bố_mẹ đã già , quanh_năm đầu_tắt_mặt_tối với mảnh vườn ở xã Tân_Lộc , huyện Thốt_Nốt , tỉnh Cần_Thơ .",Nhiều thanh_niên tại các đô_thị lớn lựa_chọn làm_việc trong lĩnh_vực công_nghiệp và dịch_vụ.,0
236,"Thanh là con thứ 3 trong một gia_đình bố_mẹ đã già , quanh_năm đầu_tắt_mặt_tối với mảnh vườn ở xã Tân_Lộc , huyện Thốt_Nốt , tỉnh Cần_Thơ .","Nhiều gia_đình nông_dân ở vùng đồng_bằng sông Cửu_Long có cuộc_sống vất_vả, phụ_thuộc chủ_yếu vào sản_xuất vườn_tược.",1
237,"Thanh là con thứ 3 trong một gia_đình bố_mẹ đã già , quanh_năm đầu_tắt_mặt_tối với mảnh vườn ở xã Tân_Lộc , huyện Thốt_Nốt , tỉnh Cần_Thơ .","Thanh là người con thứ ba của một gia_đình có cha_mẹ đã lớn tuổi, quanh năm cần_cù làm_lụng trên mảnh vườn tại xã Tân_Lộc, huyện Thốt_Nốt, tỉnh Cần_Thơ.",2
238,"Đêm cuối năm gió lạnh , dọc những quán nhậu vỉa_hè bờ kênh Nhiêu_Lộc - Thị_Nghè , nhiều cụ_già vẫn cần_mẫn rảo bước với xấp vé_số trên tay .",Các cửa_hàng thời_trang trong trung_tâm thành_phố đồng_loạt giảm_giá mạnh để kích_cầu mua_sắm cuối năm.,0
239,"Đêm cuối năm gió lạnh , dọc những quán nhậu vỉa_hè bờ kênh Nhiêu_Lộc - Thị_Nghè , nhiều cụ_già vẫn cần_mẫn rảo bước với xấp vé_số trên tay .","Trong những ngày giáp tết, nhiều lao_động lớn tuổi vẫn mưu_sinh bằng các công_việc bán_hàng rong trên đường_phố TP. HCM.",1
240,"Đêm cuối năm gió lạnh , dọc những quán nhậu vỉa_hè bờ kênh Nhiêu_Lộc - Thị_Nghè , nhiều cụ_già vẫn cần_mẫn rảo bước với xấp vé_số trên tay .","Giữa đêm cuối năm se_lạnh, ven các quán nhậu vỉa_hè dọc kênh Nhiêu_Lộc – Thị_Nghè, nhiều cụ_già vẫn lặng_lẽ đi bán vé_số với xấp vé trên tay.",2
241,"Tết là ngày những người già như các cụ được con_cháu mừng_tuổi , chúc_phúc - lộc - thọ .",Nhiều gia_đình trẻ lựa_chọn đi du_lịch xa trong dịp nghỉ tết để thư_giãn sau một năm làm_việc.,0
242,"Tết là ngày những người già như các cụ được con_cháu mừng_tuổi , chúc_phúc - lộc - thọ .","Trong dịp tết, con_cháu thường sum_họp gia_đình và thể_hiện sự quan_tâm đến ông_bà, cha_mẹ.",1
243,"Tết là ngày những người già như các cụ được con_cháu mừng_tuổi , chúc_phúc - lộc - thọ .","Ngày tết là dịp để các cụ cao_tuổi được con_cháu mừng_tuổi và gửi lời chúc phúc, lộc, thọ.",2
244,Qua khảo_sát thực_tế chúng_tôi ghi_nhận được rất nhiều mặt_hàng thuốc ngoại đang tăng_giá .,Sản_lượng điện tiêu_thụ toàn_quốc tăng mạnh trong mùa khô do nhu_cầu sinh_hoạt và sản_xuất.,0
245,Qua khảo_sát thực_tế chúng_tôi ghi_nhận được rất nhiều mặt_hàng thuốc ngoại đang tăng_giá .,"Thị_trường dược_phẩm gần đây có nhiều biến_động về giá, ảnh_hưởng đến chi_phí điều_trị của người_bệnh.",1
246,Qua khảo_sát thực_tế chúng_tôi ghi_nhận được rất nhiều mặt_hàng thuốc ngoại đang tăng_giá .,"Từ kết_quả khảo_sát thực_tế, chúng_tôi nhận_thấy nhiều loại thuốc nhập_khẩu đang có xu_hướng tăng_giá.",2
247,Công_ty Zuellig_Pharma từ ngày 15-12-2003 đã báo tăng_giá thuốc nhiều mặt_hàng so với tháng 11-2003 và mức tăng cũng khá cao .,Ngành dược_trong_nước đang đẩy_mạnh sản_xuất thuốc_generic để giảm phụ_thuộc vào nhập_khẩu.,0
248,Công_ty Zuellig_Pharma từ ngày 15-12-2003 đã báo tăng_giá thuốc nhiều mặt_hàng so với tháng 11-2003 và mức tăng cũng khá cao .,"Trong cuối năm 2003, thị_trường dược_phẩm ghi_nhận nhiều doanh_nghiệp điều_chỉnh giá bán thuốc theo xu_hướng tăng.",1
249,Công_ty Zuellig_Pharma từ ngày 15-12-2003 đã báo tăng_giá thuốc nhiều mặt_hàng so với tháng 11-2003 và mức tăng cũng khá cao .,"Kể từ ngày 15-12-2003, Công_ty Zuellig_Pharma đã thông_báo tăng giá nhiều mặt_hàng thuốc so với tháng 11-2003, với mức điều_chỉnh khá lớn.",2
250,"Ngày 11-1-1988 , núi Bân được Nhà_nước công_nhận di_tích lịch_sử văn_hoá cấp quốc_gia .",Nhiều khu_du_lịch sinh_thái ở miền_Trung đang được đầu_tư để thu_hút khách tham_quan.,0
251,"Ngày 11-1-1988 , núi Bân được Nhà_nước công_nhận di_tích lịch_sử văn_hoá cấp quốc_gia .",Nhà_nước đã xếp_hạng nhiều địa_điểm có giá_trị lịch_sử – văn_hoá làm di_tích cấp quốc_gia.,1
252,"Ngày 11-1-1988 , núi Bân được Nhà_nước công_nhận di_tích lịch_sử văn_hoá cấp quốc_gia .","Vào ngày 11-1-1988, Nhà_nước đã chính_thức công_nhận núi Bân là di_tích lịch_sử văn_hoá cấp quốc_gia.",2
253,"Năm 1998 , Bảo_tàng Tổng_hợp Thừa_Thiên - Huế cho dựng bia di_tích ở núi Bân , nghiêm_cấm xây_cất lăng_mộ và mọi hành_vi xâm_hại đến di_tích .",Chính_quyền địa_phương đang quy_hoạch lại các khu dân_cư mới để đáp_ứng nhu_cầu nhà_ở của người_dân.,0
254,"Năm 1998 , Bảo_tàng Tổng_hợp Thừa_Thiên - Huế cho dựng bia di_tích ở núi Bân , nghiêm_cấm xây_cất lăng_mộ và mọi hành_vi xâm_hại đến di_tích .",Nhiều di_tích lịch_sử tại Thừa_Thiên – Huế đã được gắn biển bảo_vệ và áp_dụng các quy_định nhằm hạn_chế xâm_hại.,1
255,"Năm 1998 , Bảo_tàng Tổng_hợp Thừa_Thiên - Huế cho dựng bia di_tích ở núi Bân , nghiêm_cấm xây_cất lăng_mộ và mọi hành_vi xâm_hại đến di_tích .","Năm 1998, Bảo_tàng Tổng_hợp Thừa_Thiên – Huế đã dựng bia di_tích tại núi Bân và ban_hành quy_định cấm xây lăng_mộ cũng như mọi hành_vi xâm_phạm di_tích.",2
256,Thành_lập đội quản_lý từ 2 - 3 người thường_xuyên theo_dõi giám_sát ; lập chế_độ bồi_dưỡng thích_hợp cho đội bảo_vệ khu di_tích …,Nhiều doanh_nghiệp đang cải_tiến quy_trình sản_xuất nhằm nâng_cao năng_suất lao_động.,0
257,Thành_lập đội quản_lý từ 2 - 3 người thường_xuyên theo_dõi giám_sát ; lập chế_độ bồi_dưỡng thích_hợp cho đội bảo_vệ khu di_tích …,Công_tác bảo_tồn di_tích đòi_hỏi phải có lực_lượng chuyên_trách và cơ_chế hỗ_trợ phù_hợp để hoạt_động hiệu_quả.,1
258,Thành_lập đội quản_lý từ 2 - 3 người thường_xuyên theo_dõi giám_sát ; lập chế_độ bồi_dưỡng thích_hợp cho đội bảo_vệ khu di_tích …,"Cần lập một đội quản_lý gồm 2–3 người để theo_dõi, giám_sát thường_xuyên, đồng_thời xây_dựng chế_độ bồi_dưỡng phù_hợp cho lực_lượng bảo_vệ khu di_tích.",2
259,"Đối_với đồng_bào dân_tộc thì giỏi chuyên_môn chưa đủ mà phải gần_gũi , thương_yêu , tin_cậy như ruột_thịt mới tuyên_truyền vận_động được .",Các chương_trình đào_tạo nghề hiện_nay tập_trung nâng_cao tay_nghề kỹ_thuật cho lao_động trẻ ở đô_thị.,0
260,"Đối_với đồng_bào dân_tộc thì giỏi chuyên_môn chưa đủ mà phải gần_gũi , thương_yêu , tin_cậy như ruột_thịt mới tuyên_truyền vận_động được .","Công_tác dân_vận ở vùng sâu, vùng xa đòi_hỏi cán_bộ phải hiểu phong_tục, tập_quán và đời_sống của người_dân địa_phương.",1
261,"Đối_với đồng_bào dân_tộc thì giỏi chuyên_môn chưa đủ mà phải gần_gũi , thương_yêu , tin_cậy như ruột_thịt mới tuyên_truyền vận_động được .","Khi làm việc với đồng_bào dân_tộc, ngoài năng_lực chuyên_môn còn cần sự gần_gũi, yêu_thương và tạo được niềm_tin thì mới có thể tuyên_truyền, vận_động hiệu_quả.",2
262,"Y_sĩ Lê_Văn_Hiếu là người ăn tết làng nhiều năm nay , anh kể : Tết ở làng vui lắm , tuy bà_con còn nghèo nhưng rất giàu tình_cảm .",Ngành y_tế đang triển_khai nhiều chương_trình nâng_cao chất_lượng khám_chữa_bệnh ở các bệnh_viện tuyến trung_ương.,0
263,"Y_sĩ Lê_Văn_Hiếu là người ăn tết làng nhiều năm nay , anh kể : Tết ở làng vui lắm , tuy bà_con còn nghèo nhưng rất giàu tình_cảm .",Người_dân ở nhiều vùng nông_thôn tuy cuộc_sống còn khó_khăn nhưng luôn giữ được không_khí sinh_hoạt cộng_đồng đầm_ấm vào dịp lễ tết.,1
264,"Y_sĩ Lê_Văn_Hiếu là người ăn tết làng nhiều năm nay , anh kể : Tết ở làng vui lắm , tuy bà_con còn nghèo nhưng rất giàu tình_cảm .","Theo lời y_sĩ Lê_Văn_Hiếu, nhiều năm đón Tết cùng dân_làng giúp anh cảm_nhận rõ rằng dù cuộc_sống còn nghèo nhưng tình_cảm bà_con nơi đây luôn đậm_đà và ấm_áp.",2
265,"Các thuỷ_thủ VN có đầy_đủ kiến_thức về hàng_hải , hiểu_biết về hải_trình để thực_hiện chuyến đi an_toàn , và còn biết chọn con đường đẹp , bình_an và ngắn nhất nữa",Ngành du_lịch biển đang được đầu_tư phát_triển với nhiều tuyến tham_quan mới dành cho du_khách quốc_tế.,0
266,"Các thuỷ_thủ VN có đầy_đủ kiến_thức về hàng_hải , hiểu_biết về hải_trình để thực_hiện chuyến đi an_toàn , và còn biết chọn con đường đẹp , bình_an và ngắn nhất nữa","Nhờ chất lượng đào tạo bài bản, đội tàu Việt Nam luôn được đánh giá cao về độ an toàn và hiệu quả trong các hải trình quốc tế.",1
267,"Các thuỷ_thủ VN có đầy_đủ kiến_thức về hàng_hải , hiểu_biết về hải_trình để thực_hiện chuyến đi an_toàn , và còn biết chọn con đường đẹp , bình_an và ngắn nhất nữa","Thuỷ_thủ Việt_Nam được trang_bị kiến_thức hàng_hải vững_vàng , nắm rõ hải_trình nên có thể đi biển an_toàn và lựa_chọn lộ_trình ngắn , êm_đề và thuận_lợi nhất.",2
268,"Ở trên tàu , đi trên biển nhiều ngày , chúng_tôi bỗng thấy hết_thảy mọi người , mọi vật đều đáng yêu , lên bờ giống như lên thiên_đường .",Khu du_lịch ven biển đang thu_hút đông đảo du_khách nhờ cảnh_quan đẹp và nhiều dịch_vụ giải_trí mới.,0
269,"Ở trên tàu , đi trên biển nhiều ngày , chúng_tôi bỗng thấy hết_thảy mọi người , mọi vật đều đáng yêu , lên bờ giống như lên thiên_đường .","Sau những chuyến đi dài và vất_vả , con người thường dễ rung_động và trân_trọng hơn những điều bình_dị xung_quanh.",1
270,"Ở trên tàu , đi trên biển nhiều ngày , chúng_tôi bỗng thấy hết_thảy mọi người , mọi vật đều đáng yêu , lên bờ giống như lên thiên_đường .","Sau nhiều ngày lênh_đênh trên biển , ở trên tàu , chúng_tôi cảm_thấy ai cũng dễ_mến và khi được đặt_chân lên bờ thì cảm_giác chẳng khác nào bước vào thiên_đường.",2
271,"Chúng_tôi mở nhạc thật lớn trên boong , cá_heo nghe tiếng nhạc , từng đàn bơi theo , nhảy_múa trước mũi tàu .",Buổi biểu_diễn âm_nhạc ngoài trời thu_hút rất đông khán_giả đến xem và cổ_vũ.,0
272,"Chúng_tôi mở nhạc thật lớn trên boong , cá_heo nghe tiếng nhạc , từng đàn bơi theo , nhảy_múa trước mũi tàu .","Trong những chuyến đi biển , du_khách đôi_khi bắt_gặp các loài sinh_vật biển bơi gần tàu , tạo nên cảnh_tượng thú_vị.",1
273,"Chúng_tôi mở nhạc thật lớn trên boong , cá_heo nghe tiếng nhạc , từng đàn bơi theo , nhảy_múa trước mũi tàu .","Khi nhạc vang lên trên boong tàu , những đàn cá_heo bơi sát theo mũi tàu và liên_tục nhào_lộn như đang múa theo âm_thanh.",2
274,"Những thuỷ_thủ dày_dạn kinh_nghiệm đứng nhìn cá_voi mà lo_lắng , các anh_em trẻ thì đua nhau nhìn ngắm , chụp ảnh .",Các nhiếp_ảnh_gia tập_trung ghi_lại khoảnh_khắc đẹp trong lễ_hội đông người ở quảng_trường.,0
275,"Những thuỷ_thủ dày_dạn kinh_nghiệm đứng nhìn cá_voi mà lo_lắng , các anh_em trẻ thì đua nhau nhìn ngắm , chụp ảnh .","Trên tàu biển , mỗi người có một phản_ứng khác nhau khi bắt_gặp những hiện_tượng bất_ngờ giữa đại_dương.",1
276,"Những thuỷ_thủ dày_dạn kinh_nghiệm đứng nhìn cá_voi mà lo_lắng , các anh_em trẻ thì đua nhau nhìn ngắm , chụp ảnh .","Khi cá_voi xuất_hiện gần tàu , những thuỷ_thủ nhiều kinh_nghiệm tỏ ra thận_trọng , còn lớp trẻ thì háo_hức quan_sát và ghi_lại hình_ảnh.",2
277,Huyện Đồng_Văn có đến 54.000 dân sống trên nền đá .,Nhiều khu đô_thị mới được xây_dựng ở vùng đồng_bằng với cơ_sở hạ_tầng hiện_đại.,0
278,Huyện Đồng_Văn có đến 54.000 dân sống trên nền đá .,Người_dân ở một_số huyện miền_núi phía_Bắc phải sinh_sống trong điều_kiện địa_hình rất khắc_nghiệt.,1
279,Huyện Đồng_Văn có đến 54.000 dân sống trên nền đá .,"Tại huyện Đồng_Văn , khoảng 54.000 người đang sinh_sống trên vùng địa_hình toàn đá.",2
280,"Rời khỏi cao_nguyên Đồng_Văn , tâm_trí của tôi vẫn đọng lại những mảng màu xanh rực_rỡ trong không_gian xám_xịt của núi đá .","Buổi chiều ở thành_phố , dòng xe cộ đông_đúc khiến giao_thông trở_nên ngột_ngạt.",0
281,"Rời khỏi cao_nguyên Đồng_Văn , tâm_trí của tôi vẫn đọng lại những mảng màu xanh rực_rỡ trong không_gian xám_xịt của núi đá .",Cao_nguyên đá phía_Bắc gây ấn_tượng mạnh bởi sự tương_phản giữa thiên_nhiên khắc_nghiệt và sức_sống của cây_cỏ.,1
282,"Rời khỏi cao_nguyên Đồng_Văn , tâm_trí của tôi vẫn đọng lại những mảng màu xanh rực_rỡ trong không_gian xám_xịt của núi đá .","Khi rời cao_nguyên Đồng_Văn , trong tôi vẫn còn in_đậm sắc xanh tươi_nổi bật giữa khung_cảnh núi đá xám lạnh.",2
283,"Quận 3 , TP. HCM : sập nhà , 2 người chết , 8 người bị_thương",Thành_phố đang triển_khai kế_hoạch mở_rộng nhiều tuyến đường giao_thông nội_đô.,0
284,"Quận 3 , TP. HCM : sập nhà , 2 người chết , 8 người bị_thương",Một vụ tai_nạn nghiêm_trọng xảy ra tại khu_dân_cư ở TP. HCM khiến nhiều người bị thương.,1
285,"Quận 3 , TP. HCM : sập nhà , 2 người chết , 8 người bị_thương","Tại quận 3 , TP. HCM đã xảy ra vụ sập nhà làm 2 người thiệt_mạng và 8 người bị_thương.",2
286,"Đường vào xóm Đình_Phú_Định , phường 10 , quận 6 giống như bờ ruộng , lổn_nhổn gạch_đá và lõm_bõm nước .",Một khu dân_cư mới ở ngoại_ô được đầu_tư xây_dựng với đường nhựa rộng và hệ_thống thoát_nước hoàn_chỉnh.,0
287,"Đường vào xóm Đình_Phú_Định , phường 10 , quận 6 giống như bờ ruộng , lổn_nhổn gạch_đá và lõm_bõm nước .","Nhiều tuyến hẻm trong nội_thành TP. HCM xuống_cấp nghiêm_trọng , gây khó_khăn cho việc đi_lại của người_dân.",1
288,"Đường vào xóm Đình_Phú_Định , phường 10 , quận 6 giống như bờ ruộng , lổn_nhổn gạch_đá và lõm_bõm nước .","Lối vào xóm Đình_Phú_Định thuộc phường 10 , quận 6 lầy_lội , đầy gạch_đá ngổn_ngang như một bờ ruộng.",2
289,"Dự_án phòng_khám miễn_phí cho người vô_gia_cư thành_lập , anh được mời về và trở_thành giáo_dục_viên An_Hoà .",Một doanh_nghiệp tư_nhân vừa khai_trương trung_tâm đào_tạo nghề cho lao_động trẻ.,0
290,"Dự_án phòng_khám miễn_phí cho người vô_gia_cư thành_lập , anh được mời về và trở_thành giáo_dục_viên An_Hoà .",Nhiều chương_trình hỗ_trợ cộng_đồng đã được triển_khai nhằm giúp đỡ người có hoàn_cảnh khó_khăn.,1
291,"Dự_án phòng_khám miễn_phí cho người vô_gia_cư thành_lập , anh được mời về và trở_thành giáo_dục_viên An_Hoà .","Khi dự_án mở phòng_khám miễn_phí dành cho người vô_gia_cư ra_đời , anh được mời tham_gia và đảm_nhận vai_trò giáo_dục_viên tại An_Hoà.",2
292,"Tỉnh Hà_Giang đang triển_khai hỗ_trợ đồng_bào nghèo , đặc_biệt ở vùng_sâu , vùng_xa mua ti_vi để đón mừng năm mới .",Ngành điện_lực địa_phương đang đầu_tư nâng_cấp lưới_điện nhằm bảo_đảm cung_ứng ổn_định.,0
293,"Tỉnh Hà_Giang đang triển_khai hỗ_trợ đồng_bào nghèo , đặc_biệt ở vùng_sâu , vùng_xa mua ti_vi để đón mừng năm mới .",Nhiều địa_phương miền_núi tổ_chức các chương_trình trợ_giúp người_dân khó_khăn trong dịp tết.,1
294,"Tỉnh Hà_Giang đang triển_khai hỗ_trợ đồng_bào nghèo , đặc_biệt ở vùng_sâu , vùng_xa mua ti_vi để đón mừng năm mới .","Hà_Giang đang thực_hiện chính_sách hỗ_trợ các hộ nghèo ở vùng_sâu , vùng_xa mua ti_vi để vui tết năm mới.",2
295,"Công_nghệ bán_dẫn là công_nghệ đem lại sự phồn_vinh về kinh_tế cho khắp thế_giới , trong đó có Mỹ , Nhật , Đài_Loan , Hàn_Quốc , Trung_Quốc , nhiều nước ở châu_Âu .",Nông_nghiệp công_nghệ cao đang được áp_dụng rộng_rãi tại nhiều vùng nông_thôn.,0
296,"Công_nghệ bán_dẫn là công_nghệ đem lại sự phồn_vinh về kinh_tế cho khắp thế_giới , trong đó có Mỹ , Nhật , Đài_Loan , Hàn_Quốc , Trung_Quốc , nhiều nước ở châu_Âu .",Nhiều quốc_gia xem phát_triển công_nghệ cao là động_lực quan_trọng để thúc_đẩy tăng_trưởng kinh_tế.,1
297,"Công_nghệ bán_dẫn là công_nghệ đem lại sự phồn_vinh về kinh_tế cho khắp thế_giới , trong đó có Mỹ , Nhật , Đài_Loan , Hàn_Quốc , Trung_Quốc , nhiều nước ở châu_Âu .","Ngành công_nghệ bán_dẫn đã góp_phần mang lại thịnh_vượng kinh_tế cho nhiều nước trên thế_giới như Mỹ , Nhật , Đài_Loan , Hàn_Quốc , Trung_Quốc và các quốc_gia châu_Âu.",2
298,Từ đầu tháng chín đến cuối tháng ba âm_lịch là mùa làm_ăn của đội thợ_săn và các chợ chim lại tấp_nập .,Nhiều khu du_lịch ven biển bắt_đầu đông khách vào dịp hè hằng năm.,0
299,Từ đầu tháng chín đến cuối tháng ba âm_lịch là mùa làm_ăn của đội thợ_săn và các chợ chim lại tấp_nập .,Một_số nghề truyền_thống ở nông_thôn hoạt_động mạnh theo từng mùa trong năm.,1
300,Từ đầu tháng chín đến cuối tháng ba âm_lịch là mùa làm_ăn của đội thợ_săn và các chợ chim lại tấp_nập .,Khoảng thời_gian từ tháng chín đến hết tháng ba âm_lịch là lúc thợ_săn làm_ăn sôi_động và các chợ chim trở_nên nhộn_nhịp.,2
301,Việc xác_định lại giới_tính được thực_hiện theo qui_định của luật_pháp,Trường học đang tổ chức kỳ thi học kỳ.,0
302,Việc xác_định lại giới_tính được thực_hiện theo qui_định của luật_pháp,Nhiều vấn đề xã hội được điều chỉnh bằng pháp luật.,1
303,Việc xác_định lại giới_tính được thực_hiện theo qui_định của luật_pháp,Việc xác định lại giới tính phải tuân thủ các quy định của pháp luật.,2
304,"Tôi ớn_lạnh cả người , với cái rét cắt_da_cắt_thịt .",Tôi thích uống nước nóng vào mùa đông.,0
305,"Tôi ớn_lạnh cả người , với cái rét cắt_da_cắt_thịt .",Thời tiết lạnh khiến con người khó chịu.,1
306,"Tôi ớn_lạnh cả người , với cái rét cắt_da_cắt_thịt .",Tôi cảm thấy ớn lạnh khắp người vì cái rét có thể cắt đứt da thịt.,2
307,Khi nhiệt_độ ngoài_trời hạ xuống dưới 8°C cả thị_trấn Mèo_Vạc như chìm trong sương_mù .,Người dân đang thu hoạch lúa ngoài đồng.,0
308,Khi nhiệt_độ ngoài_trời hạ xuống dưới 8°C cả thị_trấn Mèo_Vạc như chìm trong sương_mù .,Thời tiết lạnh ảnh hưởng đến sinh hoạt của người dân vùng cao.,1
309,Khi nhiệt_độ ngoài_trời hạ xuống dưới 8°C cả thị_trấn Mèo_Vạc như chìm trong sương_mù .,"Mỗi khi nhiệt độ ngoài trời giảm xuống dưới 8 độ C, toàn bộ thị trấn Mèo Vạc dường như chìm trong làn sương mù.",2
310,"Kiên_Giang : Cướp_biển tấn_công cướp tàu , 4 người chết và mất_tích",Giá xăng dầu trong nước tiếp tục điều chỉnh theo thị trường thế giới.,0
311,"Kiên_Giang : Cướp_biển tấn_công cướp tàu , 4 người chết và mất_tích",An ninh hàng hải tại các tỉnh ven biển phía Nam đang được tăng cường.,1
312,"Kiên_Giang : Cướp_biển tấn_công cướp tàu , 4 người chết và mất_tích",Một vụ cướp biển xảy ra trên vùng biển Kiên Giang khiến nhiều thuyền viên thương vong.,2
313,Đồng_Tháp_Mười - những dòng kênh ô_nhiễm,Du lịch biển thu hút nhiều du khách vào mùa hè.,0
314,Đồng_Tháp_Mười - những dòng kênh ô_nhiễm,Ô nhiễm môi trường đang là vấn đề đáng lo ngại.,1
315,Đồng_Tháp_Mười - những dòng kênh ô_nhiễm,Các dòng kênh ở Đồng Tháp Mười đang bị ô nhiễm nghiêm trọng.,2
316,Vì nhiều lý_do 60 % BN đến BV Ung_bướu đã ở giai_đoạn muộn nên kết_quả điều_trị không được khả_quan .,Bệnh viện đang xây dựng thêm khu mới.,0
317,Vì nhiều lý_do 60 % BN đến BV Ung_bướu đã ở giai_đoạn muộn nên kết_quả điều_trị không được khả_quan .,Nhiều bệnh nhân gặp khó khăn trong quá trình điều trị.,1
318,Vì nhiều lý_do 60 % BN đến BV Ung_bướu đã ở giai_đoạn muộn nên kết_quả điều_trị không được khả_quan .,"Do nhiều nguyên nhân, 60% bệnh nhân đến Bệnh viện Ung bướu đã ở vào giai đoạn muộn, vì vậy kết quả điều trị không khả quan.",2
319,"Áp_thấp_nhiệt_đới vừa xuất_hiện ngoài vùng phía bắc biển Đông , sức gió mạnh nhất cấp 6 , cấp 7 ( khoảng 39 - 61 km / giờ ) , giật trên cấp 7 .",Nông dân đang chuẩn bị gieo trồng vụ mới.,0
320,"Áp_thấp_nhiệt_đới vừa xuất_hiện ngoài vùng phía bắc biển Đông , sức gió mạnh nhất cấp 6 , cấp 7 ( khoảng 39 - 61 km / giờ ) , giật trên cấp 7 .",Thời tiết trên biển có nhiều diễn biến phức tạp.,1
321,"Áp_thấp_nhiệt_đới vừa xuất_hiện ngoài vùng phía bắc biển Đông , sức gió mạnh nhất cấp 6 , cấp 7 ( khoảng 39 - 61 km / giờ ) , giật trên cấp 7 .",Một áp thấp nhiệt đới mới hình thành ở khu vực phía Bắc Biển Đông với sức gió mạnh cấp 6–7 (tương đương 39 - 61 km/h) và giật trên cấp 7.,2
322,"Sau gấu , nai , trăn , cá_sấu đến nay nhím là một loài thú rừng được nuôi như gia_súc .",Trẻ em trong bản đang đến trường.,0
323,"Sau gấu , nai , trăn , cá_sấu đến nay nhím là một loài thú rừng được nuôi như gia_súc .",Nhiều loài động vật hoang dã được thuần hóa để phục vụ chăn nuôi.,1
324,"Sau gấu , nai , trăn , cá_sấu đến nay nhím là một loài thú rừng được nuôi như gia_súc .","Nhím hiện nay cũng là một loài thú rừng được nuôi như gia súc, tiếp nối sau các loài như gấu, nai, trăn và cá sấu.",2
325,TP. HCM : bất_động_sản tiếp_tục đóng_băng do giá vàng tăng,Người dân đang chuẩn bị đón Tết Nguyên đán.,0
326,TP. HCM : bất_động_sản tiếp_tục đóng_băng do giá vàng tăng,Biến động giá vàng ảnh hưởng đến nhiều lĩnh vực kinh tế.,1
