ID,sentence_1_vie,sentence_2_viet,score
ENG-train-2474,Tất cả các nhân vật đều thú vị và phương thức cái chết của các vị thần thì vô cùng điên rồ và đau đớn.,"Qua những chương sách của Athena, chúng ta biết được rằng các vị thần đang chết một cách bí ẩn.",0.53
ENG-train-2475,Tôi chắc chắn đã đọc những cuốn sách khác của Piers Anthony.,Đây là cuốn sách đầu tiên của Piers Anthony mà tôi đọc.,0.53
ENG-train-2476,"Và nếu các Bondsmagi quyết định Locke đang trốn tránh nhiệm vụ và thay vào đó lại thân thiết với Sabetha, hình phạt sẽ đến nhanh chóng và tàn bạo.",Có lẽ chỉ cần đọc lướt qua phần về Locke và Sabetha thôi...,0.53
ENG-train-2477,Những người chưa từng phá thai vẫn có thể ủng hộ quyền lựa chọn. Những người có tử cung vẫn có thể ủng hộ quyền lựa chọn. Những người không bao giờ muốn có con vẫn có thể...,"@mrprolife Biến chứng có thể xảy ra với mọi loại thủ thuật y tế, nhưng điều đó không có nghĩa là bản thân thủ thuật đó nên bị cấm. #HãyChấpNhậnĐiềuĐó",0.53
ENG-train-2478,"Không phải những nàng tiên hiền lành, dễ thương, mà là những nàng tiên độc ác, xa lạ, nham hiểm.","Sự hòa trộn giữa thế giới thần tiên và thế giới trần tục không phải là một quá trình chuyển đổi suôn sẻ, mà gặp phải nhiều vấn đề ở mọi phía.",0.53
ENG-train-2479,Tôi đã vô cùng hào hứng khi có được một bản sao cuốn sách này trong tay.,Điều gì đã thu hút tôi đến với cuốn sách này?,0.53
ENG-train-2480,Họ này có nguồn gốc từ chi Vitis.,"Tên bộ này bắt nguồn từ chi Fagus, tức là chi Cây sồi.",0.53
ENG-train-2481,"Các quốc gia đang bắt kịp: Slovenia, Hungary, Bồ Đào Nha, Cộng hòa Séc, Lithuania, Latvia, Hy Lạp, Síp và Malta;","Các quốc gia này bao gồm: Phần Lan, Lithuania, Latvia, Malta, Ba Lan, Bồ Đào Nha, Romania và Vương quốc Anh.",0.53
ENG-train-2482,"Với người cha là bạn thân nhất, Bree không thể tưởng tượng ra một cuộc sống nào tốt đẹp hơn thế.",Bree và cha cô đối xử với nhau như những người bình đẳng và cô không ngại nói cho ông biết những điều ông cần nghe.,0.53
ENG-train-2483,Một ngọn đèn mờ từ hành lang chiếu một luồng ánh sáng hẹp qua khe cửa.,"Tôi đi lên lầu, tắt đèn tầng hầm, khóa cửa ra hành lang.",0.53
ENG-train-2484,"Lễ tang của Reeva Steenkamp, ​​bạn gái của Oscar Pistorius, đã diễn ra.",Oscar Pistorius bị cáo buộc bắn Steenkamp trong phòng tắm.,0.53
ENG-train-2485,Một người đàn ông mặc áo sơ mi và đồ bơi màu cam đang lăn mình trong một quả bóng nhựa dưới nước.,Một cậu bé mặc đồ bơi nhảy vọt lên không trung trên mặt nước trong khi một người đàn ông lớn tuổi hơn đang quan sát.,0.5
ENG-train-2486,"@RealDonaldTrump Tôi cảm nhận được sự thật khi ông Trump phát biểu, mọi người cần hiểu ai thực sự quan tâm đến nước Mỹ.","@realDonaldTrump Hãy tiếp tục như vậy, ông Trump - khi cả đảng Dân chủ và Cộng hòa đều tấn công ông - ông biết mình đang làm đúng! #LàmChoNướcMỹVĩĐạiTrởLại",0.5
ENG-train-2487,Hãy tìm hiểu kỹ rồi truy cập vào trang web bán những sản phẩm đó.,Trang web www.amazon.com có ​​rất nhiều sản phẩm để lựa chọn.,0.5
ENG-train-2488,Vậy tại sao lại phải đọc những chiếc đồng hồ xương?,"Chuyện đó đã xảy ra với phiên bản sách nói của cuốn ""The Bone Clocks"".",0.5
ENG-train-2489,Một người anh hùng đã trỗi dậy từ mớ hỗn độn đó.,"Giữa sự hỗn loạn, một khoảnh khắc đã xuất hiện.",0.5
ENG-train-2490,Bạn có thể mua nó trên eBay.,Tôi thậm chí có thể mua được món đồ đó!,0.5
ENG-train-2491,Hai công nhân đang đi dạo quanh một công trường xây dựng.,Các công nhân đang dùng xô bao quanh một cái hố.,0.5
ENG-train-2492,"Từ ngày 20 đến ngày 22 tháng 10, một cơn bão đã đổ bộ vào Virginia, gây thiệt hại nặng nề và gió mạnh ở khu vực Richmond.","Tại đó, đã xảy ra lũ lụt nghiêm trọng, gió lớn, thiệt hại mùa màng và mưa đá kích thước bất thường.",0.5
ENG-train-2493,@DWStweets @RepDWStweets là kẻ giết hại một đứa bé nặng 7 pound. Thật tiếc là mẹ của bé không được phẫu thuật tương tự. #TrẻEm #ĐảngDânChủ #KẻThuaCuộc,"Mọi người không ""ủng hộ sự sống"" mà là ""ủng hộ việc sinh nở"". Khi người mẹ không thể chu cấp cho con thì chuyện gì sẽ xảy ra?",0.5
ENG-train-2494,"Wil khó chấp nhận rằng Black Knife và Tobiah là cùng một người, và đó là một khó khăn mà cô ấy cần vượt qua trong câu chuyện này.","Điều đáng ngạc nhiên là, dù tôi rất yêu quý Wil và Tobiah, nhân vật tôi thích nhất lại là cậu bé ma.",0.5
ENG-train-2495,Phù thủy biển cả - Tác giả: Marissa Meyer.,Điều tương tự cũng áp dụng cho Marissa Meyer.,0.5
ENG-train-2496,Denise Grover Swank đang tham gia chuyến lưu diễn cùng CLP Blog Tours.,"Theo tôi, Denise Grover Swank đã thể hiện xuất sắc trong vai diễn này.",0.5
ENG-train-2497,"Tại Tamil Nadu, thời kỳ đồ đá mới bắt đầu vào khoảng năm 2500 trước Công nguyên.","Sau khi Ấn Độ giành độc lập, bang Tamil Nadu được thành lập dựa trên ranh giới ngôn ngữ.",0.5
ENG-train-2498,"Sinh Vật Nguy Hiểm là cuốn sách đầu tiên trong loạt truyện Sinh Vật Nguy Hiểm, và là phần tiếp theo của loạt truyện Sinh Vật Xinh Đẹp.",The Downs: Điều đáng tiếc là tôi nghĩ bạn nên đọc bộ truyện Beautiful Creatures trước.,0.5
ENG-train-2499,Yên tĩnh đến mức nghe thấy cũng thấy nhức mắt.,Sẽ thật yên tĩnh khi tai bạn đau.,0.5
ENG-train-2500,Tôi rất mong chờ được nhận chiếc áo #YaaasHillary của mình! @HillaryClinton,@17leete17 hahaha. Anh ta đặc biệt thật đấy... đây là lý do Hillary sẽ thắng! Hahaha.,0.5
ENG-train-2501,Có phải bạn biết chắc chắn rằng cô ấy đã đi cùng bố cô ấy không? Hay có người nói với bạn điều đó?,"Bạn có biết cô ấy đã đến nhà bố tôi không, hay có ai nói với bạn điều đó?",0.5
ENG-train-2502,Bạn đã thử truy cập trang web của American Express chưa?,đưa cho cô ấy thẻ American Express của bạn,0.5
ENG-train-2503,Trong trường hợp câu trả lời cho câu hỏi đầu tiên là phủ định:,Nếu câu trả lời cho Câu hỏi 1 là khẳng định:,0.5
ENG-train-2504,"Thật không may, Eliza May không tin vào tri kỷ và cô ấy có những nỗi sợ hãi riêng về những sinh vật có sức mạnh siêu nhiên.","Mối quan hệ hợp tác giữa anh và Eliza, cùng với sự phát triển tình cảm lãng mạn giữa hai người, tạo nên một sự đảo ngược vai trò đáng ngạc nhiên so với vai trò điển hình của nam nữ trong các câu chuyện tình cảm.",0.5
ENG-train-2505,Young cũng giải đáp và khép lại những gì đã xảy ra trong A Need So Beautiful.,A WANT SO WICKED là phần tiếp theo được dàn dựng công phu và vô cùng gây nghiện của A NEED SO BEAUTIFUL.,0.5
ENG-train-2506,Không gì thỏa mãn hơn chuyện chăn gối sau khi kết hôn.,"Hôn nhân cần sự nỗ lực, nhưng có thể rất viên mãn.",0.5
ENG-train-2507,Ông ta không hề bí ẩn và toàn năng như GIM và những sinh vật siêu nhiên khác vẫn nghĩ.,Dịch vụ của GIM không đơn giản như vẻ ngoài của nó.,0.5
ENG-train-2508,Một bé gái tóc vàng đang ăn xúc xích.,Một bé gái đội mũ xanh đang ăn bánh cupcake.,0.5
ENG-train-2509,Những người chưa từng phá thai vẫn có thể ủng hộ quyền lựa chọn. Những người có tử cung vẫn có thể ủng hộ quyền lựa chọn. Những người không bao giờ muốn có con vẫn có thể...,@Catniptwoshoes @hoursofChaos @bindelj Nếu đàn ông có thể mang thai thì mọi thứ sẽ thay đổi rất nhanh! #TránhXaRa,0.5
ENG-train-2510,Và tôi rất vui mừng thông báo rằng Brenna đã không làm tôi thất vọng.,Brenna Yovanoff sử dụng câu chuyện quen thuộc về Thiên đường và Địa ngục và biến tấu nó theo phong cách riêng của mình.,0.5
ENG-train-2511,Phá thai là một lựa chọn có trách nhiệm khi nào? Khi người phụ nữ lựa chọn điều đó.,"@nytimes Do những người phản đối phá thai, phụ nữ đối mặt với vấn đề này cũng có thể bị truy tố.",0.5
ENG-train-2512,Đài truyền hình Hắc Long Giang và Đài phát thanh Kinh tế Cáp Nhĩ Tân đều đóng vai trò là các phương tiện truyền thông của khu vực này.,"Cáp Nhĩ Tân là một thành phố ở phía Đông Bắc Trung Quốc, thuộc tỉnh Hắc Long Giang.",0.5
ENG-train-2513,V là chữ cái thứ hai mươi hai trong bảng chữ cái Latinh hiện đại cơ bản.,"U là một chữ cái trong bảng chữ cái Cyrillic, được sử dụng để biểu thị nguyên âm ngoại trừ sau các phụ âm vòm.",0.5
ENG-train-2514,Tôi đã đọc hết cả bảy cuốn sách trong bộ truyện này trong vòng hai tuần.,Tôi nghĩ sẽ thật tuyệt nếu được đọc một câu chuyện với hai nhân vật đó.,0.5
ENG-train-2515,Một cô gái hét lên khi trượt xuống khỏi cầu trượt nước.,"Một người đang lướt sóng trên đỉnh sóng, bị che khuất bởi dòng nước đổ xuống.",0.5
ENG-train-2516,Xin dành lời khen ngợi cho Thẩm phán Tòa án Quận Larry Hendricks vì đã ngăn chặn đạo luật chống phá thai vô lý đó ở Kansas.,@MarthaPlimpton Thứ Hai trên Twitter chưa thực sự bắt đầu cho đến khi có kẻ chuyên gây rối cánh hữu gửi cho tôi video về việc phá thai #QuyềnSinhSản,0.5
ENG-train-2517,"Con gái tôi bị mắc kẹt bên trong, làm ơn ai đó hãy cứu con gái tôi!",Sẽ có người cứu con gái tôi.,0.5
ENG-train-2518,"Mối tình lãng mạn trong tiểu thuyết này về cơ bản là một mối tình tay ba giữa Dez, Jace và Reese.","Jace hay Reese, Jace hay Reese.",0.5
ENG-train-2519,"Trước đây, đài này cũng từng có một chương trình phát thanh mang tên The Way of the Master Radio với người dẫn chương trình Todd Friel.","Ông là người dẫn chương trình The Sean Hannity Show, một chương trình phát thanh trò chuyện được phát sóng trên toàn quốc trên mạng lưới Premiere Radio Networks tại Hoa Kỳ.",0.5
ENG-train-2520,"#StopHillary2016 @HillaryClinton Nếu có một người phụ nữ liêm chính và trung thực, tôi sẽ bỏ phiếu cho người phụ nữ đó làm tổng thống, KHÔNG",Hillary không muốn bỏ tù ai nữa. Rõ ràng là bà ấy lo lắng cho tương lai của chính mình.,0.5
ENG-train-2521,@realDonaldTrump sẽ xuất hiện trên chương trình của @greta ngay bây giờ! #greta #TrumpIsRight,"@realDonaldTrump Có thể bây giờ họ đang quay lưng với ông, nhưng khi ông làm tổng thống, họ sẽ cầu xin ông giúp đỡ.",0.5
ENG-train-2522,Hai người đàn ông đến từ hai đội đối lập với đồng phục bẩn thỉu trong một trận đấu bóng bầu dục.,Hai đô vật đã có một trận đấu đầy kịch tính và quyết liệt trên sàn đấu.,0.5
ENG-train-2523,"Ừ, ừ. Trừ khi có việc khẩn cấp ở văn phòng.",Nếu tôi không có việc khẩn cấp.,0.5
ENG-train-2524,@WashTimes @BretBaier Tại sao không có sự phẫn nộ nào về tất cả những trò lừa bịp của ứng cử viên này? Ông đang giấu giếm điều gì vậy Hill! #SpillHill,Tôi thực sự rất hào hứng với năm 2016 sau khi biết được số tiền mà bà Hillary Clinton đã quyên góp được. Chúng ta sẽ làm được!,0.5
ENG-train-2525,Ngoài ra còn có vấn đề về tình cảm của cô ấy dành cho Allarde.,"Tôi cũng thấy sự kết nối đầy năng lượng tức thì giữa Tory và Allarde có phần sáo rỗng, gượng ép và vội vã.",0.5
ENG-train-2526,"Ví dụ, ""Ai cũng có vũng lầy tuyệt vọng của riêng mình để lội qua.""","Chúng ta thường nói về ""Vũng lầy tuyệt vọng"" hay ""Khó khăn trên đồi"", v.v.",0.5
ENG-train-2527,"@nytimes Do những người phản đối phá thai, phụ nữ đối mặt với vấn đề này cũng có thể bị truy tố.","RT @rob_mcarthur: @JustinTrudeau hãy thử gia nhập hàng triệu TRẺ EM chưa sinh bị giết hại, bị tước đoạt quyền lựa chọn của chúng xem sao. #cdnpoli",0.5
ENG-train-2528,"Ngoài ra, khái niệm entropy còn được nghiên cứu thông qua lý thuyết lượng tử.","Sóng tạo thành nền tảng cho cả hai, với điều kiện là người ta kết hợp lý thuyết lượng tử.",0.5
ENG-train-2529,"Lâu đài Glower đã thuộc sở hữu của gia đình cô qua nhiều thế hệ, nhưng đây có thể là thế hệ cuối cùng.",Vua Glower hiện tại và vợ ông có bốn người con.,0.5
ENG-train-2530,"Vừa gặp một người ủng hộ tuyệt vời trên xe buýt CX! Anh ấy nói ""Hillary là một người phụ nữ mạnh mẽ và đất nước chúng ta cần điều đó."" #FellowsNV",Tuyệt vời @HillaryClinton! Bà đã đề cập đến mọi vấn đề và tôi tự hào về bà khi kết thúc bằng một thông điệp đầy lòng tốt. #HillaryInNH,0.5
ENG-train-2531,"'Hoặc là quá muộn, hoặc là quá sớm để can thiệp vào Syria'",Tổng thư ký Liên hợp quốc: Các thanh tra viên cần 4 ngày để kết thúc cuộc điều tra tại Syria.,0.5
ENG-train-2532,Rõ ràng là #Trump coi trọng của cải đến mức không còn đủ khả năng để trân trọng những giá trị đạo đức. #Trumpelstiltskin,Tại sao lại sai khi Trump nói ra sự thật về người nhập cư bất hợp pháp??? Ông ấy hoàn toàn đúng.,0.5
ENG-train-2533,"Những khoảnh khắc xúc động nhất đối với tôi là khi Loup cuối cùng cũng có thể sống thật với chính mình, và rũ bỏ lớp vỏ bọc ""bình thường"" mà cô ấy thường mặc.","Điều đó khiến Loup đôi khi khó hiểu nhưng cũng khó cưỡng lại vì đó vừa là điểm yếu, vừa là điểm mạnh của cô ấy.",0.5
ENG-train-2534,"Các ban nhạc kèn đồng của Anh chủ yếu sử dụng nhạc cụ bằng đồng thau, phần lớn là các nhạc cụ có ống dẫn khí hình nón.","Mặc dù chúng được làm bằng đồng thau, nhưng chúng không được gọi là nhạc cụ bằng đồng.",0.5
ENG-train-2535,Một đứa trẻ mặc áo len xanh đang ngậm một cây bút trong miệng.,Một em bé mặc áo len xanh lá cây và ngậm cây trong miệng.,0.5
ENG-train-2536,"Một thành tựu đáng kinh ngạc, và tôi muốn tìm hiểu xem điều gì đã tạo nên sự nổi tiếng đó.",Bộ ba phim này đơn giản là tuyệt vời.,0.5
ENG-train-2537,"Họ không thể tách rời nhau trong mùa hè năm đó và cả những mùa hè trong 4 năm tiếp theo, rồi Cullen trải qua một bi kịch mà anh đổ lỗi cho Taige vì đã không ngăn chặn được.",Phần mở đầu dài như vậy là vì nó giúp chúng ta hiểu rõ hơn về Taige và Cullen cũng như sự phát triển trong mối quan hệ của họ.,0.5
ENG-train-2538,"Stormy Smith là một tác giả xuất sắc, người biết cách thu hút độc giả và giữ chân họ đến từng trang sách!",Hãy xem bài đánh giá của tôi về cuốn sách Bound by Duty của Stormy Smith trên Books Equal Awesomeness!,0.5
ENG-train-2539,Con chó đang đi ra giữa dòng nước và ánh nắng mặt trời phản chiếu xuống mặt nước.,Có một vệt phản chiếu gần chân con gấu cho thấy có nước ở đó.,0.5
ENG-train-2540,"Echo, Ivy, Dorian, Jasper và Caius đang lẩn trốn.",Đặc biệt là vì tôi rất thích mối quan hệ giữa Caius và Echo trong cuốn sách đầu tiên.,0.5
ENG-train-2541,"Tôi sinh non 4 tháng... Tôi hoàn toàn khỏe mạnh, vậy mà việc giết trẻ sơ sinh lại hợp pháp ở đất nước này.","Giờ đây, chính phủ và Tòa án Tối cao đã cứu những người đồng tính, có lẽ họ sẽ cứu cả trẻ sơ sinh nữa.",0.5
ENG-train-2542,"Đùa thôi, nhưng tôi thực sự thích nhạc heavy metal cổ điển.",Metallica không phải là một ban nhạc heavy metal.,0.5
ENG-train-2543,Hãy truy cập trang web này để biết thêm thông tin:,"Hãy thử trang www.allmusic.com, đó là trang web yêu thích của tôi.",0.5
ENG-train-2544,Đánh giá độ hấp dẫn B+: Cast in Sorrow tiếp nối gần như ngay sau khi Cast in Peril kết thúc; chúng thực chất là một câu chuyện duy nhất.,"Tôi rất thích phần tiếp theo của câu chuyện từ ""Cast in Peril"".",0.5
ENG-train-2545,"Lạ thật, bài hát này lại ít được phát trên đài phát thanh ở nơi tôi sống.","Lúc đầu tôi thích bài hát đó, nhưng các đài phát thanh cứ phát đi phát lại mãi!",0.5
ENG-train-2546,"Nhưng dĩ nhiên, các công ty bảo hiểm không chi trả cho việc đó.","Dĩ nhiên, đây không phải là việc làm cho một công ty bảo hiểm.",0.5
ENG-train-2547,Một người đàn ông mặc áo khoác denim đang chơi piano trên đường phố.,Một người đàn ông mặc áo khoác đỏ đen đang chơi saxophone.,0.5
ENG-train-2548,"Hành tinh này được đặt tên theo Venus, nữ thần tình yêu và sắc đẹp của La Mã.","Trong thần thoại La Mã, nữ thần mặt trăng được gọi là Luna, trong tiếng Latinh có nghĩa là ""mặt trăng"".",0.5
ENG-train-2549,"Tuy nhiên, đây là một câu chuyện hoàn toàn thú vị, miễn là bạn chấp nhận độ dài đáng kinh ngạc của nó.",Đây là câu chuyện trong cuốn tiểu thuyết hư cấu mà tôi yêu thích nhất từ ​​trước đến nay.,0.5
ENG-train-2550,Một chàng trai trẻ đang trượt ván trên một bức tường thấp.,một em bé đang trượt ván trên một bức tường bê tông nhỏ.,0.5
ENG-train-2551,"Hope mang ơn băng đảng Cortez, nên khi Benicio nhờ cô làm việc, cô đã đồng ý.","Khi Benicio, người đứng đầu quyền lực của băng đảng Cortez, yêu cầu Hope giúp đỡ giải quyết một vấn đề, Hope lưỡng lự không muốn nhận nhiệm vụ này.",0.5
ENG-train-2552,Bất cứ ai phản đối việc ông @realDonaldTrump làm tổng thống đều không hiểu gì về sự thành công của ông ấy và tiềm năng to lớn mà ông ấy có thể mang lại cho chúng ta.,"@realDonaldTrump Hãy nhìn nhận thực tế, chúng ta đã trở thành một quốc gia thụ động, trì trệ, bị kiểm soát bởi những kẻ côn đồ và những người theo chủ nghĩa phân phối lại của cải.",0.5
ENG-train-2553,Các triệu chứng có thể... Họ đang nói gì vậy?,Các nhân vật đó có thể... Họ nói gì?,0.5
ENG-train-2554,"Sergei Viktorovich Fedorov là một tiền đạo và đôi khi là hậu vệ chuyên nghiệp người Nga, hiện đang chơi cho câu lạc bộ Metallurg Magnitogorsk thuộc giải Kontinental Hockey League.",Evgeni Viktorovich Nabokov là một thủ môn khúc côn cầu trên băng chuyên nghiệp người Nga và Kazakhstan hiện đang chơi cho đội San Jose Sharks thuộc Giải khúc côn cầu quốc gia (NHL).,0.5
ENG-train-2555,Các bậc phụ huynh đang cổ vũ nhóm trẻ em này trong một cuộc đua.,Trẻ em đang chạy về phía một cái cây rất to.,0.5
ENG-train-2556,Phim Hollywood thường được coi là phim chính thống và các phim bom tấn cũng thuộc thể loại phim chính thống.,Phim Hollywood là chủ yếu được chiếu ở đây cùng với một số phim Bollywood được chọn lọc.,0.5
ENG-train-2557,"Mối tình lãng mạn trong tiểu thuyết này về cơ bản là một mối tình tay ba giữa Dez, Jace và Reese.","Đừng hiểu lầm, tôi rất thích Jace, nhưng tôi nghĩ Reese hợp với Dez hơn nhiều.",0.5
ENG-train-2558,Điều trị ba thuốc ở người lớn: Tham khảo Tờ hướng dẫn sử dụng thuốc (SmPC) đối với boceprevir.,Vui lòng tham khảo Tờ hướng dẫn sử dụng thuốc dabrafenib (SmPC) để biết thêm thông tin.,0.5
ENG-train-2559,"Ừ, và bong bóng cũng vậy haha","Trước đây, Bubbles từng sống ở nhà bên cạnh.",0.5
ENG-train-2560,Hãy suy nghĩ kỹ hơn về cách xác định điều bạn muốn làm.,Điều bạn cần làm là đưa tâm trí mình trở lại con đường đúng đắn.,0.5
ENG-train-2561,"Một người đàn ông râu rậm, tóc dài đang đi bộ trên đường phố, tay xách một bao rác.",Một người đàn ông lớn tuổi với bộ râu dài màu xám đang ngồi trên mặt đất chơi sáo.,0.5
ENG-train-2562,Một người mặc áo khoác xanh lá cây đang nói chuyện điện thoại tại ga tàu.,"Một người đàn ông đang nói chuyện điện thoại, đi giày trắng.",0.5
ENG-train-2563,@realDonaldTrump Hãy để những kẻ thù ghét bỏ đi. Giờ đây ông có thể thấy ai là những người ủng hộ thực sự của mình.,"@GoAngelo rõ ràng là Macy's, NBC, ESPN và... đều là những kẻ thất bại. #Trumpisassclown",0.5
ENG-train-2564,Hai bé gái nhỏ nhảy lên giường.,Một bé gái đang nhảy xuống một ngọn đồi cát.,0.5
ENG-train-2565,"@ChrisChristie thậm chí không thể chạy thoát khỏi một cái bao giấy chứ đừng nói đến việc đánh bại #HillaryClinton. Về nhà đi Chris, anh say rồi. #ChrisChristie",Các ứng cử viên đảng Cộng hòa tiếp tục gieo rắc hận thù và làm mất lòng cử tri. Hillary thắng! #TìnhYêuChiếnThắng #MikeHuckabee #Rubio2016,0.5
ENG-train-2566,Một trong những biểu hiện công khai rõ rệt nhất về mối quan hệ căng thẳng giữa họ xuất hiện trong vụ án xét xử phù thủy Salem.,Ông ta nổi tiếng nhất vì mối liên hệ với vụ xét xử phù thủy Salem.,0.5
ENG-train-2567,một nhóm trẻ nhỏ đang chơi trên một chiếc thuyền nhựa bên trong một ngôi nhà.,Hai đứa trẻ nhỏ đang ngồi trên thuyền trôi trên mặt nước.,0.5
ENG-train-2568,Anna chưa từng hứa hẹn điều gì mà cô ấy không thực hiện được cho đến nay.,"Cho đến nay, Anna chưa hứa hẹn điều gì sẽ thất bại.",0.5
ENG-train-2569,@realDonaldTrump @WhoopiGoldberg @Univision #VoteForHillary @HillaryClinton không phải là người phân biệt chủng tộc. Một nhà lãnh đạo đòi hỏi #BìnhĐẳngChoTấtCảMọiNgười,Kem Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors #tcot #WakeUpAmerica,0.5
ENG-train-2570,"Việc sửa chữa đầu máy xe lửa hoàn tất vào năm 1952, và nhà máy đóng cửa vào năm 1959.",Đây là những tổ máy cuối cùng được sản xuất tại nhà máy York trước khi nó đóng cửa.,0.5
ENG-train-2571,Hai sao cho ý tưởng tuyệt vời.,"Theo tôi, toàn bộ series này đều rất xuất sắc!",0.5
ENG-train-2572,Một người leo núi đang chinh phục vách đá dựng đứng.,Một người leo núi dừng lại để ngắm nhìn đại dương.,0.5
ENG-train-2573,Cốt truyện không được mạch lạc cho lắm và tôi hơi bối rối khi Alice đột nhiên thấy mình ở Neverland.,"Nó thật kỳ diệu và đầy điều kỳ thú, giống hệt như trong cuốn Alice ở Xứ sở thần tiên phiên bản gốc.",0.5
ENG-train-2574,Một cậu bé đang đi về phía một con mòng biển trên bờ biển.,"Một chàng trai cởi trần, mặc quần đùi màu xanh và cầm ván lướt sóng đang tiến về phía mặt nước biển.",0.5
ENG-train-2575,"@realDonaldTrump, ông chính là người phù hợp cho công việc này! #MakeAmericaGreatAgain","Trump, điều tốt đẹp nhất từng xảy ra với Đảng Cộng hòa, hay đúng hơn là Đảng Dân chủ. #cứtiếptụcnói",0.5
ENG-train-2576,"Tiểu thuyết được kể theo góc nhìn của Pollux, Kate và Henry.","Câu chuyện này bắt đầu bằng việc kể cho chúng ta nghe về quá khứ của Castor và Pollux, những người đang chạy trốn khỏi Zeus.",0.5
ENG-train-2577,"Ban đầu có tên là amaroK, sau đó được đổi tên thành Amarok vào tháng 6 năm 2006.",Phiên bản ổn định đầu tiên của Amarok được phát hành vào năm 2003.,0.5
ENG-train-2578,Một bé gái tóc vàng đang nghịch nước trong vũng bùn.,Một bé gái đang bị nước bắn vào người.,0.5
ENG-train-2579,"3,5 sao. Destroy Me được đánh giá 4 sao trong khi Fracture Me được đánh giá 3 sao.","Lưu ý nhỏ, nếu bạn đã đọc Destroy Me và Fracture Me rồi thì không cần thiết phải mua Unite Me nữa.",0.5
ENG-train-2580,Anh ấy là em trai của Danny Moir và Charlie Moir.,Những người thân khác của Moir là thẩm phán và huấn luyện viên.,0.5
ENG-train-2581,Một số loài tảo hiển vi cũng tồn tại như sinh vật cộng sinh trong địa y.,"Chúng chủ yếu ăn tảo, nhưng cũng ăn địa y, rêu hoặc các chất hữu cơ đang phân hủy.",0.5
ENG-train-2582,Có một mối tương quan nghịch đảo không thể phủ nhận giữa quyền lựa chọn của phụ nữ và tỷ lệ tội phạm #quyềnphụnữ,@SenTedCruz Làm tốt lắm trên chương trình @TODAYshow. #Scotus đáng lẽ phải bị giải tán cách đây 41 năm khi họ kêu gọi giết hại trẻ em.,0.5
ENG-train-2583,"Bên trong mỗi hầm mỏ, có tới mười nghìn sinh vật corPoreal sinh sống giữa những con đường quanh co xuyên qua khu rừng Wald.","Hơn mười nghìn người thực sự sinh sống bên trong mỗi giếng, giữa các dòng chảy của Leys.",0.5
ENG-train-2584,Kat hát hay như một thiên thần.,Boy George hát bài hát này.,0.5
ENG-train-2585,"Kết quả kinh doanh của PepsiCo Inc. (NYSE: PEP - tin tức - nhân sự), nhà sản xuất nước giải khát lớn thứ hai tại Mỹ, có khả năng sẽ thu hút sự chú ý.",Phố Wall cũng đang chờ đợi nhà sản xuất nhôm Alcoa Inc. (NYSE: PEP - tin tức - nhân sự) công bố kết quả kinh doanh sau khi thị trường đóng cửa.,0.5
ENG-train-2586,"Jim Richards và Mark Skaife, chiếc Nissan Skyline BNR32 GT-R, 161 vòng, thời gian 6 giờ 19 phút 14,80 giây.","Peter Brock Jim Richards Holden VC Commodore 163 vòng 6 giờ 47 phút 52,7 giây",0.5
ENG-train-2587,Có những định nghĩa trái ngược nhau về mức độ mạnh mẽ.,Ngoài ra còn có những định nghĩa khác.,0.5
ENG-train-2588,"Trước khi có thông báo về việc thành lập huyện mới, Hunza-Nagar là một phần của huyện Gilgit.",Quận Hunza-Nagar là quận thứ bảy của Gilgit-Baltistan thuộc Pakistan.,0.5
ENG-train-2589,Bạn cần phải rời bỏ cô ấy!,Hãy nói đùa với cô ấy rồi rời đi.,0.5
ENG-train-2590,"Nửa phía tây của dãy núi nằm ở hạt Ventura, và nửa phía đông nằm ở hạt Los Angeles.",Dãy núi này tạo thành một rào cản giữa khu vực Đại Los Angeles và sa mạc Mojave.,0.5
ENG-train-2591,"Chim sẻ đầu đen có mũ và yếm màu đen, hai bên mặt màu trắng.",Phần lưng của chim sẻ đầu đen có màu xám.,0.5
ENG-train-2592,"Chỉ xin nhắc lại, đừng rời mắt khỏi Tòa án Tối cao Hoa Kỳ (#SCOTUS) vì sức khỏe sinh sản vẫn đang bị đe dọa. #quyềnphụnữ #Cônglýsinhsản #quyềnsinhsản","Phá thai đứng về phía sai trái của lịch sử: những người chữa bệnh, nhà phát minh, nghệ sĩ, vợ bạn, chồng bạn, người bạn thân nhất của bạn, tất cả đều bị xóa sổ.",0.5
ENG-train-2593,Con chó đang đuổi theo đàn ngỗng.,Một con chó đang đuổi theo con chó khác.,0.5
ENG-train-2594,Bạn có hiểu gì về những điều mình đang nói không?,Tôi cũng biết bạn đang nói về cái nào. Dangabit.,0.5
ENG-train-2595,Hãy nhắm mắt lại và tự hỏi mình cách để chữa lành.,Hãy bảo anh ấy nhắm mắt lại và miêu tả về bạn!,0.5
ENG-train-2596,Giampaolo Menichelli là một cầu thủ bóng đá người Ý đã nghỉ hưu.,Ademir Santos là một cầu thủ bóng đá người Brazil gốc Nhật Bản đã nghỉ hưu.,0.5
